director_name,actor_name,"gross,",eval
Baz Luhrmann,Harold Perrineau,46338728.0,5
Gilles Paquet-Brenner,Aidan Quinn,7691700.0,4
Peter Cousens,David Rasche,,0
Clint Eastwood,Morgan Freeman,101157447.0,7
Lars von Trier,Jeremy Davies,74205.0,1
Danny Boyle,Saurabh Shukla,141319195.0,7
Adrian Lyne,Lois Smith,156645693.0,7
Garry Marshall,Hector Elizondo,178406268.0,7
John Blanchard,Andrea Martin,,0
John Cornell,Linda Kozlowski,109306210.0,7
Vidhu Vinod Chopra,Chris Marquette,,0
Oliver Stone,Tom Berenger,70001698.0,6
Jon Turteltaub,Leon,68856263.0,6
Patrick Lussier,Jaime King,51527787.0,6
Ole Bornedal,Madison Davenport,49122319.0,5
Ted Kotcheff,Brian Dennehy,,0
Sylvain White,Laz Alonso,61356221.0,6
Lewis Gilbert,Desmond Llewelyn,46800000.0,5
Jamie Blanks,Loretta Devine,38048637.0,5
Stephen Frears,Peter Capaldi,34700000.0,5
Tyler Perry,Phylicia Rashad,35010192.0,5
Randal Kleiser,Klaus Maria Brandauer,34793160.0,5
Bruce McCulloch,Elaine Hendrix,30628981.0,5
Phyllida Lloyd,Jim Broadbent,29959436.0,5
Mike Nawrocki,Mike Nawrocki,25571351.0,5
John Singleton,Khandi Alexander,27515786.0,5
Kevin Bray,Roger Guenveur Smith,25482931.0,5
Wes Craven,W. Earl Brown,19900000.0,5
John Boorman,Richard Burton,,0
Courtney Solomon,James D'Arcy,16298046.0,5
David Zucker,Tyler Labine,15549702.0,5
David Twohy,Milla Jovovich,15483540.0,5
Rick Famuyiwa,Lance Gross,20246959.0,5
Alan Cohn,Linda Cardellini,15062898.0,5
Franco Zeffirelli,Joan Plowright,14348123.0,5
Tom Holland,Bethany Joy Lenz,15171475.0,5
Martin Scorsese,Liza Minnelli,,0
Spike Lee,Delroy Lindo,13640000.0,5
Chris Rock,Eliza Coupe,12550242.0,5
James Isaac,Kane Hodder,12610731.0,5
Shawn Levy,Donald Faison,47811275.0,5
Emilio Estevez,Nick Cannon,11204499.0,5
Mark Waters,Ivana Milicevic,10397365.0,5
Josh Schwartz,Jackson Nicoll,9402410.0,4
Julian Schnabel,Mathieu Amalric,5990075.0,4
Todd Field,Noah Emmerich,5459824.0,4
Davis Guggenheim,Sharon Lawrence,5108820.0,4
Tony Goldwyn,Julie Kavner,4741987.0,4
Phillip Noyce,Terry Pheto,4291965.0,4
Stephen Carpenter,Angela Featherstone,3100650.0,4
James Ivory,Todd Boyce,2474000.0,4
Stephan Elliott,Kristin Scott Thomas,2656324.0,4
James Fargo,Joseph Cotten,1000000.0,0
Mike Leigh,Ruth Sheen,3958500.0,4
Alain Resnais,Sara Forestier,403649.0,3
Costa-Gavras,Mathieu Kassovitz,274299.0,2
Chao-Bin Su,Shawn Yue,,0
Neil Burger,Katherine LaNasa,183088.0,2
Kenneth Lonergan,Kieran Culkin,46495.0,1
Bo Zenga,Kenan Thompson,,0
Rob Reiner,Rebecca De Mornay,1752214.0,4
Ang Lee,Heath Ledger,83025853.0,6
Jonathan Liebesman,Danny Woodburn,190871240.0,7
Amy Heckerling,Dan Hedaya,56631572.0,6
Todd Haynes,Celia Weston,15854988.0,5
Steve Pink,Gillian Jacobs,12282677.0,5
Philip Kaufman,Stephen Marcus,7060876.0,4
Martin McDonagh,Gabourey Sidibe,14989761.0,5
Kasi Lemmons,Tamara Tunie,687081.0,3
Oliver Hirschbiegel,Bruno Ganz,5501940.0,4
Alejandro Amenábar,Lola Dueñas,2086345.0,4
Jonathan Glazer,Paul Brannigan,2605039.0,4
Barry Levinson,J.T. Walsh,123922370.0,7
Hyung-rae Shim,Stephanie Danielson,163591.0,2
Jon M. Chu,Sean Kingston,73000942.0,6
Darren Aronofsky,Mila Kunis,106952327.0,7
José Padilha,Abbie Cornish,58607007.0,6
Francis Ford Coppola,Al Pacino,57300000.0,6
Thomas Carter,Terry Kinney,91038276.0,6
Renny Harlin,Rodney Eastman,49369900.0,5
Patricia Riggen,Brighton Sharbino,61693523.0,6
Danny Leiner,Mary Lynn Rajskub,46729374.0,5
Christopher Cain,Patrick Wayne,44726644.0,5
Theodore Melfi,Naomi Watts,44134898.0,5
Steve Pink,Regina Hall,48637684.0,5
Gil Junger,Heath Ledger,38176108.0,5
Ed Decter,Eddie Griffin,28972187.0,5
Gene Quintano,Lin Shaye,27979400.0,5
Jaume Collet-Serra,Brett Cullen,54257433.0,6
Eric Bress,Eric Stoltz,23947.0,1
Chris Koch,Mark Webber,60008303.0,6
Preston A. Whitmore II,Chris Brown,49121934.0,5
Bob Clark,Dom DeLuise,27141959.0,5
Kirk Wong,Elliott Gould,27052167.0,5
Bronwen Hughes,Eartha Kitt,26539321.0,5
John Lafia,Beth Grant,28501605.0,5
Sam Miller,Kate del Castillo,52543632.0,6
Frank Darabont,Alexa Davalos,25592632.0,5
Alex Garland,Sonoya Mizuno,25440971.0,5
Spike Jonze,Orson Bean,22858926.0,5
Mark Brown,Vivica A. Fox,22235901.0,5
Dave Green,Ella Wahlestedt,38916903.0,5
John Stockwell,Jay Hernandez,16929123.0,5
Clint Eastwood,Kazunari Ninomiya,13753931.0,5
Michael Polish,Virginia Madsen,10996440.0,5
Daisy von Scherler Mayer,Jada Pinkett Smith,8026971.0,4
Lenny Abrahamson,Jacob Tremblay,14677654.0,5
Bob Saget,Jack Warden,9975684.0,4
John Waters,Sam Waterston,7881335.0,4
Andrew Fleming,Will Ferrell,6241697.0,4
Niels Arden Oplev,David Dencik,,0
Craig Bolotin,Vanessa Williams,5871603.0,4
Mark Christopher,Ellen Albertini Dow,16574731.0,5
Blair Hayes,Geoffrey Arend,5002310.0,4
Jez Butterworth,Mathieu Kassovitz,4919896.0,4
Jon Lucas,Josie Loren,25675765.0,5
Olivier Assayas,Miranda Richardson,4857376.0,4
Rod Lurie,Kathryn Morris,3169424.0,4
Paul Weitz,Sarita Choudhury,18004225.0,5
Patrice Leconte,Daniel Auteuil,3058380.0,4
Atom Egoyan,Meghan Heffern,3074838.0,4
Paul Mazursky,Ryan O'Neal,2104000.0,4
Jim Sheridan,Jake Gyllenhaal,28501651.0,5
Sidney Lumet,Vin Diesel,1172769.0,4
Stephen Chbosky,Ezra Miller,17738570.0,5
Jon Hess,Ian Gomez,1200000.0,4
Douglas McGrath,Isabella Rossellini,1150403.0,4
Michael Winterbottom,Sarah Polley,403932.0,3
Mark Neveldine,Alison Lohman,1712111.0,4
Joe Cornish,Luke Treadaway,1024175.0,4
Angelina Jolie Pitt,Nikola Djuricko,301305.0,2
Brad Anderson,Tara Platt,51872378.0,6
John H. Lee,Dean Dawson,31662.0,1
John Stainton,Aden Young,28399192.0,5
Glenn Ficarra,Louis Herthum,2035566.0,4
Jean-Jacques Annaud,Everett McGill,,0
Denzel Washington,Kevin Connolly,21078145.0,5
Michael Hoffman,Embeth Davidtz,14060950.0,5
Tony Scott,Gary Oldman,12281500.0,5
Benedek Fliegauf,Matt Smith,,0
James Foley,Al Pacino,10725228.0,5
Michael Winterbottom,Ned Beatty,214966.0,2
Paul Schrader,Ruby Dee,,0
Stewart Hendler,Margo Harshman,11956207.0,5
John Cromwell,Mary Astor,,0
Craig Gillespie,Kelli Garner,5949693.0,4
Mark Herman,Sheila Hancock,9030581.0,4
Lars von Trier,Udo Kier,4157491.0,4
Gillian Armstrong,Richard Roxburgh,1508689.0,4
Abel Ferrara,Vincent Gallo,1227324.0,4
Brian Koppelman,David Costabile,4360548.0,4
Ethan Maniquis,Don Johnson,26589953.0,5
George Hickenlooper,Eric Schweig,1039869.0,4
Don Bluth,Gabriel Damon,48092846.0,5
Je-kyu Kang,Bin Won,1110186.0,4
William Dear,Cheech Marin,1089445.0,4
William Friedkin,Linda Blair,204565000.0,8
Steven Spielberg,Robert Shaw,260000000.0,8
Paul Weitz,Shannon Elizabeth,101736215.0,7
Stéphane Aubier,Megan Mullally,71442.0,1
Michael Ritchie,Randall 'Tex' Cobb,79817937.0,6
Tim Story,Romany Malco,91547205.0,6
Tim Story,Jason George,75074950.0,6
Nicholas Meyer,Kirstie Alley,78900000.0,6
Tom Shadyac,Udo Kier,72217000.0,6
John Badham,Barry Corbin,79568000.0,6
Peter Weir,Viggo Mortensen,65500000.0,6
Mike McCoy,Jason Cottle,70011073.0,6
Anne Fletcher,Alyson Stoner,65269010.0,6
Mike Judge,Demi Moore,63071133.0,6
Quentin Tarantino,Sid Haig,39647595.0,5
Jon Hurwitz,Eric Winter,38087366.0,5
Josh Trank,Alex Russell,64572496.0,6
Barbra Streisand,Amy Irving,30400000.0,5
Terry Gilliam,Michael Palin,42365600.0,5
Tamra Davis,Katherine Boecher,37188667.0,5
Nima Nourizadeh,Kirby Bliss Blanton,54724272.0,6
Franklin J. Schaffner,Karl Malden,,0
Mark Romanek,Gary Cole,31597131.0,5
John Erick Dowdle,Jay Hernandez,31691811.0,5
David Moreau,Alessandro Nivola,31397498.0,5
Christopher Erskin,Shannon Elizabeth,31179516.0,5
Jesse Dylan,Fred Willard,31155435.0,5
Brian Henson,Jerry Nelson,27281507.0,5
Martin Campbell,Tobias Menzies,167007184.0,7
Julie Taymor,Roger Rees,25776062.0,5
Dan Cutforth,Ashley Ashida Dixon,25240988.0,5
Josh Boone,Sam Trammell,124868837.0,7
John Dahl,Martin Landau,22905674.0,5
Chris Rock,Romany Malco,25277561.0,5
John Frankenheimer,Richard Dysart,,0
David Koepp,Kathryn Erbe,21133087.0,5
Stephen Frears,Mare Winningham,37707719.0,5
Mike Binder,Erika Christensen,18761993.0,5
Franklin J. Schaffner,Anne Meara,,0
Elizabeth Allen Rosenbaum,Joanna 'JoJo' Levesque,18595716.0,5
Jake Schreier,Cara Delevingne,31990064.0,5
Cheryl Dunye,Marsha Thomason,17321573.0,5
Alexander Payne,Bruce Dern,17613460.0,5
Ernest R. Dickerson,Jada Pinkett Smith,21088568.0,5
Tim Hill,Amber Valletta,17292381.0,5
Jason Reitman,Patton Oswalt,16300302.0,5
Mark Neveldine,Edi Gathegi,27829874.0,5
Lionel C. Martin,Gilbert Gottfried,13960203.0,5
Richard LaGravenese,Eddie Cibrian,12902790.0,5
Sanaa Hamri,Laz Alonso,21520719.0,5
Jonathan Demme,Rosemarie DeWitt,12796277.0,5
Bob Rafelson,Michael Lerner,,0
Peter Webber,Colin Firth,11634362.0,5
Wolfgang Petersen,Martin Semmelrogge,11433134.0,5
John Lee Hancock,Marc Blucas,22406362.0,5
Wallace Wolodarsky,Barry Watson,10198766.0,5
Richard Curtis,Tom Hollander,15294553.0,5
Yimou Zhang,Andy Lau,11041228.0,5
Nicholas Jarecki,Curtiss Cook,7918283.0,4
Dean Israelite,Jonny Weston,22331028.0,5
Darnell Martin,Veronika Dash,8134217.0,4
Scott Alexander,Dave Chappelle,6982680.0,4
Stuart Gordon,Kurtwood Smith,6739141.0,4
Christopher Guest,Catherine O'Hara,5542025.0,4
Woody Allen,Aleksa Palladino,5032496.0,4
Ryan Murphy,Joseph Cross,6754898.0,4
Robert Iscove,Kelly Clarkson,4922166.0,4
Spike Lee,Debi Mazar,4903000.0,4
Jane Campion,Nick Damici,4717455.0,4
James Gray,Vinessa Shaw,3148482.0,4
Fred Schepisi,Ray Winstone,2326407.0,4
Joon-ho Bong,Kang-ho Song,2201412.0,4
Roger Spottiswoode,Treat Williams,,0
Antonia Bird,Jeffrey Jones,2060953.0,4
Jon Poll,Megan Park,3950294.0,4
Paolo Sorrentino,Sabrina Ferilli,2835886.0,4
Peter Care,Michael Harding,1779284.0,4
Chan-wook Park,Alden Ehrenreich,1702277.0,4
Kar-Wai Wong,Tony Chiu Wai Leung,261481.0,2
Ira Sachs,Erin Boyes,1506998.0,4
Carroll Ballard,Hope Davis,860002.0,3
Neil Jordan,Stephen Rea,548934.0,3
Takeshi Kitano,Tatyana Ali,447750.0,3
Anthony Russo,Isaiah Washington,333976.0,2
Sidney Lumet,Anne Bancroft,141853.0,2
Vadim Perelman,Lynn Cohen,303439.0,2
Lawrence Kasdan,Mark Duplass,793352.0,3
Marco Kreuzpaintner,Kate del Castillo,214202.0,2
Lajos Koltai,Péter Fancsikai,195888.0,2
Alan Rudolph,Albert Finney,175370.0,2
Yimou Zhang,Ni Yan,190666.0,2
Vincenzo Natali,Jeremy Northam,,0
Chuan Lu,Yuanyuan Gao,119922.0,2
Tim Johnson,Matt Jones,177343675.0,7
Lijun Sun,Tom Arnold,,0
Takashi Yamazaki,Meisa Kuroki,,0
Renny Harlin,Kenneth Cranham,17149.0,1
Christopher Smith,Michael Dorman,,0
Timothy Hines,Kelly LeBrock,14616.0,1
Randall Wallace,Connor Corum,91443253.0,6
Guy Ritchie,Brad Pitt,30093107.0,5
David Winters,Matt Marr,,0
Mary Lambert,Fred Gwynne,57469179.0,6
Akira Kurosawa,Tetsu Watanabe,48856.0,1
Jamie Thraves,Caroline Dhavernas,,0
Mabel Cheung,Ching Wan Lau,,0
Joe Dante,Harry Carey Jr.,148170000.0,7
George Lucas,Peter Cushing,460935665.0,9
Dan Mazer,Zoey Deutch,35537564.0,5
David Lean,Klaus Kinski,111722000.0,7
Stephen Daldry,Selton Mello,10230.0,1
Kenny Ortega,Matt Prokop,90556401.0,6
David O. Russell,Jack McGee,93571803.0,6
Jeff Tremaine,Steve-O,72755517.0,6
Jonathan Lynn,Bruce McGill,52929168.0,6
R.J. Cutler,Mireille Enos,50461335.0,6
Brian Trenchard-Smith,Damien Garvey,,0
David S. Ward,Tom Berenger,49797148.0,5
Oliver Parker,Rupert Everett,,0
Joel Schumacher,John Enos III,46563158.0,5
Adam Shankman,Peter Coyote,41227069.0,5
Tim Robbins,Celia Weston,39025000.0,5
Roger Kumble,Sean Patrick Thomas,38201895.0,5
Kevin Greutert,Shawnee Smith,27669413.0,5
Mel Brooks,Sid Caesar,,0
Gina Prince-Bythewood,Alicia Keys,37766350.0,5
Rob Pritts,Vinessa Shaw,23978402.0,5
Brian De Palma,Gabrielle Carteris,21370057.0,5
Norman Jewison,Peter Boyle,,0
Tobe Hooper,Bud Cort,4884663.0,4
John Crowley,Fiona Glascott,38317535.0,5
Stanley Kubrick,Steven Berkoff,,0
Brendan Malloy,Jason London,13903262.0,5
Reginald Hudlin,John Witherspoon,13592872.0,5
Dustin Hoffman,Sheridan Smith,18381787.0,5
Gregory Poirier,Jake Busey,13558739.0,5
Bill Paxton,Powers Boothe,13103828.0,5
Simon Curtis,Frances Fisher,33305037.0,5
Bill Condon,Oliver Platt,10214647.0,5
Sam Raimi,Bridget Fonda,11501093.0,5
Dewey Nicks,Gedde Watanabe,4814244.0,4
Lasse Hallström,Leonardo DiCaprio,9170214.0,4
Philip Saville,Alan Van Sprang,4068087.0,4
Mike Leigh,Sally Hawkins,3753806.0,4
Daisy von Scherler Mayer,Dash Mihok,3034181.0,4
Mira Nair,Chazz Palminteri,2832826.0,4
Ethan Coen,Max Casella,13214255.0,5
Tim Blake Nelson,Andrew Keegan,16017403.0,5
William A. Graham,Wayne Pygram,2807854.0,4
Martin Ritt,Anthony Zerbe,,0
John Turturro,Steve Buscemi,540085.0,3
Agnieszka Holland,David Kennedy,352786.0,2
Tobe Hooper,Zelda Rubinstein,76600000.0,6
Rowan Joffe,Sean Harris,,0
David Hackl,Costas Mandylor,56729973.0,6
Giuliano Montaldo,Gena Rowlands,,0
Lisa Azuelos,Lina Esco,,0
Ray Lawrence,Deborra-Lee Furness,399879.0,2
Karan Johar,John Abraham,3275443.0,4
Oliver Parker,Rupert Everett,18535191.0,5
Ruairi Robinson,Olivia Williams,23838.0,1
Jaume Balagueró,Giancarlo Giannini,22160085.0,5
Stanley Kubrick,Gary Lockwood,56715371.0,6
Steven Spielberg,Dee Wallace,434949459.0,9
Jon Kasdan,Elena Anaya,11043445.0,5
Léa Pool,Marc Donato,,0
Floyd Mutrux,Kelli Williams,125169.0,2
Sajid Khan,Boman Irani,1165104.0,4
Christopher Cain,Taylor Handley,1066555.0,4
Dean Wright,Eduardo Verástegui,5669081.0,4
Eric Lartigau,Eric Elmosnino,,0
Gus Van Sant,Matt Damon,138339411.0,7
Shintaro Shimosawa,Anthony Hopkins,,0
Darren Lynn Bousman,Shawnee Smith,80150343.0,6
Ivan Reitman,Harold Ramis,85300000.0,6
Peyton Reed,Lindsay Sloane,68353550.0,6
James DeMonaco,Joseph Julian Soria,78845130.0,6
Robert Iscove,Clea DuVall,63319509.0,6
Lee Daniels,Gabourey Sidibe,47536959.0,5
Darren Lynn Bousman,Shawnee Smith,63270259.0,6
Geoffrey Sax,Keegan Connor Tracy,55865715.0,6
Tyler Perry,Cicely Tyson,63231524.0,6
Martin Scorsese,Bill Cobbs,52293982.0,6
Ken Annakin,Richard Beymer,,0
Stephen Herek,Shaun Weiss,50752337.0,6
Takashi Shimizu,Clea DuVall,110175871.0,7
Dennis Dugan,Kevin Nealon,38624000.0,5
Victor Salva,Patricia Belcher,37470017.0,5
Stephen Herek,George Carlin,40485039.0,5
Carol Reed,Ron Moody,16800000.0,5
John Madden,Penelope Wilton,46377022.0,5
Chuck Sheetz,Andrew Lawrence,36696761.0,5
George Miller,Bruce Spence,36200000.0,5
Mark L. Lester,Vernon Wells,,0
William Brent Bell,Rupert Evans,35794166.0,5
John Erick Dowdle,Bokeem Woodbine,33583175.0,5
Marcus Raboy,Mike Epps,32983713.0,5
Leigh Whannell,Hayley Kiyoko,52200504.0,6
Michael Schultz,Vanity,33000000.0,5
Guy Ritchie,Brad Pitt,30093107.0,5
Brett Leonard,Austin O'Brien,32101000.0,5
Peter Sollett,Alexis Dziena,31487293.0,5
Kevin Smith,Janeane Garofalo,30651422.0,5
Bob Dolman,Eva Amurri Martino,30306281.0,5
Joe Dante,Al Leong,29500000.0,5
Rowdy Herrington,Kevin Tighe,30050028.0,5
Keenen Ivory Wayans,Salli Richardson-Whitfield,29392418.0,5
John Polson,Shiri Appleby,28563926.0,5
Greg Coolidge,Danny Woodburn,28435406.0,5
Harry Elfont,Lauren Ambrose,25339117.0,5
Francis Ford Coppola,William Smith,25600000.0,5
David Lowery,Oona Laurence,,0
David Cronenberg,Herbert Lom,,0
Ciarán Foy,James Ransone,27736779.0,5
Salim Akil,Curtis Armstrong,24397469.0,5
Jamie Blanks,Jessica Capshaw,20384136.0,5
Olatunde Osunsanmi,Will Patton,25464480.0,5
Robert Altman,Virginia Madsen,20338609.0,5
Leon Ichaso,Clarence Williams III,18272447.0,5
Joseph Zito,Richard Lynch,,0
Malcolm D. Lee,Brandon T. Jackson,17378977.0,5
Wes Anderson,Connie Nielsen,17096053.0,5
Colin Strause,Donald Faison,21371425.0,5
John Madden,Celia Imrie,33071558.0,5
Patricia Rozema,Jane Krakowski,17655201.0,5
Mark Rosman,Chris Noth,16247775.0,5
Spike Lee,Nicholas Turturro,16153600.0,5
Steve Oedekerk,Simon Rhee,16033556.0,5
Ron Underwood,Ariana Richards,16667084.0,5
Rob Schmidt,Lindy Booth,15417771.0,5
Walter Hill,David Carradine,,0
James Foley,Paul Ben-Victor,15156200.0,5
Jeff Nichols,Tye Sheridan,21589307.0,5
Robert Ben Garant,Thomas Lennon,20339754.0,5
Morgan Spurlock,Zayn Malik,28873374.0,5
Neal Brennan,Noureen DeWulf,15102127.0,5
Tuck Tucker,Vincent Schiavelli,13684949.0,5
Simon Curtis,Toby Jones,14597405.0,5
Richard Shepard,Philip Baker Hall,12570442.0,5
Theodore Witcher,Nia Long,12514138.0,5
Joel Edgerton,Allison Tolman,43771291.0,5
Jim Hanon,Chad Allen,11703287.0,5
Tommy O'Haver,Kirsten Dunst,11560259.0,5
Mike Judge,Stephen Root,10824921.0,5
Michael Patrick Jann,Kirstie Alley,10561238.0,5
Tim Burton,Danny Huston,14479776.0,5
Peter Berg,Daniel Stern,9801782.0,4
Joe Nussbaum,Alexa PenaVega,8070311.0,4
Brian De Palma,Dennis Franz,,0
Jorma Taccone,Will Forte,8460995.0,4
Stephen Frears,Benedict Wong,8111360.0,4
Elizabeth Banks,Kate Winslet,8828771.0,4
Florian Henckel von Donnersmarck,Angelina Jolie Pitt,67631157.0,6
Jeff Lowell,William Morgan Sheppard,7563670.0,4
Lorene Scafaria,Mark Moses,6619173.0,4
Miguel Arteta,Stephen Root,6857503.0,4
Tony Kaye,Beverly D'Angelo,6712241.0,4
Marcus Dunstan,Johanna Braddy,6842058.0,4
Timothy Björklund,Kelsey Grammer,6491350.0,4
François Girard,Clotilde Mollet,9473382.0,4
David Lynch,Richard Farnsworth,6197866.0,4
Scott Kalvert,James Franco,6044618.0,4
Jason Bateman,Philip Baker Hall,7764027.0,4
David Schwimmer,Iddo Goldberg,5998971.0,4
Allan Arkush,Randy Quaid,,0
Mike Binder,Gillian Jacobs,21569041.0,5
Eric Bross,Tamala Jones,4356743.0,4
Werner Herzog,Toby Huss,5484375.0,4
Dan Fogelman,Jennifer Garner,5348317.0,4
Jay Duplass,Evan Ross,4244155.0,4
Luca Guadagnino,Waris Ahluwalia,5004648.0,4
John Putch,Diedrich Bader,3333823.0,4
Peter Medak,Michael Wincott,3275585.0,4
Steven Soderbergh,Lesley Ann Warren,3193102.0,4
Paul Haggis,Loretta Devine,54557348.0,6
Terence Davies,Anthony LaPaglia,3041803.0,4
Harley Cokeliss,Tracey Walter,3060858.0,4
Victor Salva,Tim DeKay,1055654.0,4
Tom Brady,Kevin Nealon,2331318.0,4
Spike Lee,Michael Rapaport,2185266.0,4
Jason Zada,Stephanie Vogt,26583369.0,5
Franklin J. Schaffner,William Hootkins,800000.0,3
Noah Baumbach,Maria Dizzia,7574066.0,4
Chris Weitz,Eddie 'Piolin' Sotelo,1754319.0,4
David Cronenberg,John Neville,1641788.0,4
Eric Blakeney,Oliver Platt,1631839.0,4
Douglas McGrath,Anne Hathaway,1309849.0,4
Ariel Vromen,James Franco,1939441.0,4
Rakesh Roshan,Rekha,,0
John Waters,Melanie Griffith,1276984.0,4
William Friedkin,Scott A. Martin,1987762.0,4
Derrick Borte,Gary Cole,1474508.0,4
Richard Kwietniowski,Minnie Driver,1011054.0,4
Bob Odenkirk,Lee Majors,900926.0,3
Kar-Wai Wong,Norah Jones,866778.0,3
John Turturro,Ben Gazzara,836641.0,3
Guy Ritchie,Jeanne Tripplehorn,598645.0,3
Joshua Seftel,Sergej Trifunovic,578527.0,3
Stephen Chow,Karen Mok,488872.0,3
Vincent Gallo,Cheryl Tiegs,365734.0,2
Claude Chabrol,François Cluzet,231417.0,2
Jon Stewart,Claire Foy,3093491.0,4
Bigas Luna,Aitana Sánchez-Gijón,244465.0,2
Ralph Fiennes,Ashraf Barhom,756452.0,3
Dan Harris,Ryan Donowho,228524.0,2
Mel Smith,Danny Dyer,226792.0,2
Bobcat Goldthwait,Daryl Sabara,221210.0,2
Christopher Smith,Toby Stephens,136432.0,2
Stuart Gordon,Dulé Hill,131617.0,2
Jake Scott,Ally Sheedy,152857.0,2
Alan Metter,Michael Winslow,126247.0,2
Jeb Stuart,Nate Parker,82739.0,1
Rafa Lara,Andrés Montiel,169379.0,2
Michael Radford,Jared Gilman,,0
Arthur Hiller,Harvey Weinstein,15447.0,1
Michael Meredith,Justin Timberlake,19348.0,1
Julio DePietro,Scott Porter,100503.0,2
Katherine Dieckmann,Minnie Driver,92900.0,1
William Dear,Corbin Bleu,140987.0,2
Kim Farrant,Reef Ireland,,0
Marcus Raboy,Tamala Jones,,0
Scott Marshall,Drew Waters,5561.0,1
Álex de la Iglesia,Leonor Watling,3607.0,1
Andrew Traucki,Gyton Grantley,,0
Michael Clancy,Rip Torn,70527.0,1
Patrick Lussier,Craig Fairbrass,,0
Robert Adetuyi,Mishael Morgan,,0
Kari Skogland,Kevin Zegers,,0
Taedong Park,Tom Arnold,,0
Paul Schrader,Ayelet Zurer,,0
Benedikt Erlingsson,Charlotte Bøving,11835.0,1
Gurinder Chadha,Mark Addy,,0
Jason Connery,Henry Rollins,,0
Vic Sarin,Jesse Moss,,0
Jim Issa,Luke Perry,,0
Jee-woon Kim,Woo-sung Jung,128486.0,2
Douglas Aarniokoski,Katrina Bowden,,0
William Phillips,Callum Rennie,,0
Greg Mottola,Martin Starr,16025394.0,5
Andy Garcia,Victor Rivers,2483955.0,4
Steve Carr,Mike Epps,57176582.0,6
Sarik Andreasyan,Jordana Brewster,,0
Lewis Gilbert,Burt Kwouk,43100000.0,5
Julian Gilbey,Alfie Allen,,0
Michael Haneke,Emmanuelle Riva,225377.0,2
Gary Sherman,Heather O'Rourke,14114488.0,5
Valeri Milev,Roger Cross,,0
Stanley Kramer,Sid Caesar,46300000.0,5
Pedro Almodóvar,Lola Dueñas,12899702.0,5
Gerald Potterton,Joe Flaherty,,0
Jared Hess,Michael Angarano,113155.0,2
Richard Loncraine,Jim Broadbent,2600000.0,4
David Hackl,Michaela McManus,,0
Anurag Basu,Steven Michael Quezada,1602466.0,4
Lars von Trier,Kirsten Dunst,3029870.0,4
Kriv Stenders,Keisha Castle-Hughes,,0
Yash Chopra,Katrina Kaif,3047539.0,4
Ridley Scott,Yaphet Kotto,78900000.0,6
Tobe Hooper,Edwin Neal,30859000.0,5
Floria Sigismondi,Scout Taylor-Compton,3571735.0,4
Norman Jewison,Paul Michael Glaser,50000000.0,0
Terence Young,Earl Cameron,63600000.0,6
Joseph Kahn,Shanley Caswell,,0
Ferzan Ozpetek,Alessandro Preziosi,,0
F. Gary Gray,Jada Pinkett Smith,36049108.0,5
Malcolm D. Lee,Sanaa Lathan,34074895.0,5
Tom Holland,Alex Vincent,33244684.0,5
Michael Moore,Tucker Albrizzi,24530513.0,5
James DeMonaco,Zach Gilford,71519230.0,6
Kris Isacsson,Lauren German,20035310.0,5
Danny Leiner,Fred Willard,18225165.0,5
Rod Lurie,Gary Oldman,17804273.0,5
Ben Younger,Nia Long,16938179.0,5
John Landis,Denholm Elliott,90400000.0,6
Glen Morgan,Crystal Lowe,16235293.0,5
Daniel Taplitz,Tate Taylor,11827301.0,5
Kenneth Branagh,Derek Jacobi,10161099.0,5
Tamara Jenkins,David Zayas,6610326.0,4
Linda Mendoza,Freddy Rodríguez,6126237.0,4
Christopher McQuarrie,Nicky Katt,6047856.0,4
Burr Steers,Rory Culkin,4681503.0,4
Hart Bochner,Matt Ross,4350774.0,4
Michael O. Sajbel,Drew Fuller,3420871.0,4
Stewart Raffill,John Carradine,,0
Davis Guggenheim,John Doman,2955039.0,4
Bart Freundlich,Garry Shandling,1530535.0,4
Andrew Fleming,Amy Poehler,4881867.0,4
Todd Haynes,Eddie Izzard,1043487.0,4
Hong-jin Na,Jun Kunimura,770629.0,3
Kevin Tancharoen,Heather Morris,11860839.0,5
Chatrichalerm Yukol,Chatchai Plengpanich,454255.0,3
Dario Argento,Adrienne Barbeau,349618.0,2
Eric Lavaine,Julie Engelbrecht,,0
Mike Leigh,Ruth Sheen,112935.0,2
Marc Forby,Will Patton,883887.0,3
Peter Cattaneo,Vince Colosimo,13751.0,1
Scott Mann,Joshua Mikel,,0
Ole Christian Madsen,Thure Lindhardt,145109.0,2
Meiert Avis,Kip Pardue,1046166.0,4
Julian Jarrold,Warren Clarke,,0
André Téchiné,Ronit Elkabetz,2874.0,1
Emily Young,Erika Christensen,,0
Peter Faiman,Linda Kozlowski,174635000.0,7
Martyn Pick,Steven Waddington,,0
Roland Suso Richter,Sarah Polley,,0
Jeremy Sims,Gyton Grantley,,0
Maïwenn,Maïwenn,171320.0,2
Joby Harold,Fisher Stevens,14373825.0,5
Ekachai Uekrongtham,Mike Dopud,162.0,1
Joel Schumacher,Jami Gertz,32222567.0,5
Scott Cooper,Beth Grant,39462438.0,5
Mark Rydell,Frederic Forrest,29200000.0,5
David E. Talbert,Christina Milian,21564616.0,5
Roger Vadim,David Hemmings,,0
Nils Gaup,Louisa Milwood-Haigh,,0
